   53234.093220   10591.3397     649.4541   10555.1838     649.5733    0.8893
   53235.002552    -163.1230     517.1721    -197.1420     517.3262    0.0730
   53235.967716   -2327.0544     593.9294   -2333.5906     594.0069    0.6760
   53239.065163    1096.3002     457.9233    1075.1706     458.0939    0.4514
   53240.063021    2047.6073     589.2985    2023.6628     589.4130    0.6434
   53242.104698   -2936.8571     536.6300   -2949.7803     536.7448    0.7435
   53234.093220   10591.3397     649.4541   10555.1838     649.5733    0.8893
   53235.002552    -163.1230     517.1721    -197.1420     517.3262    0.0730
   53235.967716   -2327.0544     593.9294   -2333.5906     594.0069    0.6760
   53239.065163    1096.3002     457.9233    1075.1706     458.0939    0.4514
   53240.063021    2047.6073     589.2985    2023.6628     589.4130    0.6434
   53242.104698   -2936.8571     536.6300   -2949.7803     536.7448    0.7435
   53248.931967    2694.7032     447.8459    2661.0494     448.0030    0.5048
   53249.066072    7282.5925     555.9018    7242.5180     556.0274    0.7414
   53250.063664    2855.0519     453.5231    2826.6819     453.7004    0.5585
   53254.179723    -703.3602     577.6946    -712.0488     577.7833    0.3725
   53254.924382    -191.9296     577.8405    -217.0984     577.9610    0.0899
   53256.970338     502.9470     518.5429     466.6349     518.6906    0.1453
   53257.912489      16.0750     427.0689      22.4153     427.1876    0.0093
   53259.066294     209.6926     459.2360     190.2251     459.4065    0.1018
   53259.978942    2259.3762     441.8028    2232.3771     441.9905    0.6014
   53260.118090   -1290.9588     473.0383   -1330.9716     473.1910    0.3129
   53262.913202    2258.6705     462.5958    2222.8631     462.7758    0.5753
   53272.076350      13.7965     482.6418       2.3288     482.7753    0.0012
   53282.066447     542.6684     429.9785     537.7765     430.1361    0.2941
   53284.086970    -638.8306     466.7711    -648.2758     466.9088    0.2687
   53285.064767     582.0907     430.5789     581.7354     430.7314    0.2740
   53293.953793    -660.0599     405.1491    -684.7520     405.3643    0.2511
   53294.899228   -1564.5164     434.3429   -1585.4945     434.5333    0.5413
   53295.066034   -1541.3093     472.8798   -1553.5385     472.9932    0.4179
   53300.920510       0.1074         -nan    -285.1847     162.5086    0.1426
   53301.065440   -1007.6284     498.4395   -1011.3856     498.5551    0.4522
   53302.921923    -880.3995     563.2861    -896.2547     563.3858    0.3044
   53303.067142   -3271.3644     573.8351   -3306.5237     573.9603    0.6455
   53303.978711    1056.2300     404.0774    1045.9163     404.2456    0.3083
   53304.064705    -664.7575     427.6106    -685.4576     427.7748    0.2272
   53304.939783    1090.6506     478.7735    1028.3385     478.9651    0.2272
   53305.065633   -4910.7109     496.1951   -5011.4309     496.4090    0.5767
   53324.907129     268.8675     648.8125     244.0376     648.9221    0.0943
   53324.913853     224.4122     621.9157     203.7718     622.0168    0.0859
   53324.920452    1626.3358     635.2622    1602.5438     635.3692    0.5252
   53324.927040    2847.8268     633.4540    2837.9155     633.5424    0.8031
   53324.933680    3632.3906     696.6157    3628.4392     696.6784    0.7789
   53340.898429     695.6100     579.2552     686.5421     579.3598    0.2842
   53346.903001   -2531.2484     546.0575   -2534.6171     546.1462    0.6321
