   53234.093220      -0.0000         -nan       0.0000         -nan      -nan
   53235.002552      -0.0000         -nan       0.0000         -nan      -nan
   53235.967716   -3225.0017     997.7518   -3235.4112     997.9230    0.5043
   53239.065163   -1133.0429     763.1338   -1131.7292     763.2318    0.2657
   53240.063021      -0.0000         -nan       0.0000         -nan      -nan
   53242.104698      -0.0000         -nan       0.0000         -nan      -nan
   53234.093220      -0.0000         -nan       0.0000         -nan      -nan
   53235.002552      -0.0000         -nan       0.0000         -nan      -nan
   53235.967716   -3225.0017     997.7518   -3235.4112     997.9230    0.5043
   53239.065163   -1133.0429     763.1338   -1131.7292     763.2318    0.2657
   53240.063021      -0.0000         -nan       0.0000         -nan      -nan
   53242.104698      -0.0000         -nan       0.0000         -nan      -nan
   53248.931967      -0.0000         -nan       0.0000         -nan      -nan
   53249.066072      -0.0000         -nan       0.0000         -nan      -nan
   53250.063664      -0.0000         -nan       0.0000         -nan      -nan
   53254.179723     530.2292     980.9681     543.2674     981.1005    0.1533
   53254.924382      -0.0000         -nan       0.0000         -nan      -nan
   53256.970338      -0.0148         -nan     117.4812      95.5007    0.0778
   53257.912489      -0.0000         -nan       0.0000         -nan      -nan
   53259.066294      -0.0000         -nan       0.0000         -nan      -nan
   53259.978942      -0.0000         -nan       0.0000         -nan      -nan
   53260.118090    1004.1094     783.3830    1008.9306     783.4915    0.2051
   53262.913202    -854.1244     771.9417    -825.4896     772.0247    0.1392
   53272.076350    -211.8294     798.5961    -208.0901     798.7069    0.0698
   53282.066447    -533.1940     723.5825    -533.6683     723.6556    0.1741
   53284.086970      -0.0000         -nan       0.0000         -nan      -nan
   53285.064767   -1214.2558     730.8436   -1211.0751     730.9143    0.3875
   53293.953793    -957.5553     683.4749    -987.9977     683.5646    0.3025
   53294.899228    -464.0868     733.7738    -472.9310     733.8486    0.1815
   53295.066034   -4169.6825     797.3656   -4170.2794     797.4511    0.5865
   53300.920510     287.1558     818.1835     257.1044     818.3329    0.0817
   53301.065440      -0.0000         -nan       0.0000         -nan      -nan
   53302.921923   -1030.3153     961.8127   -1059.8786     961.9648    0.2155
   53303.067142   -4587.4424     979.8674   -4588.4597     979.9893    0.7259
   53303.978711   -3502.8813     688.7261   -3557.5137     688.8598    0.6188
   53304.064705   -3389.5977     718.8515   -3397.6503     718.9449    0.6106
   53304.939783   -1663.0337     802.8560   -1728.8518     803.0257    0.2701
   53305.065633   -8120.9715     830.2235   -8161.8915     830.3666    0.7320
   53324.907129   -3877.9193    1129.4573   -3896.5067    1129.6811    0.6825
   53324.913853   -3540.2081    1060.2736   -3567.4578    1060.4934    0.5804
   53324.920452      -0.0000         -nan       0.0000         -nan      -nan
   53324.927040      -0.0000         -nan       0.0000         -nan      -nan
   53324.933680      -0.0000         -nan       0.0000         -nan      -nan
   53340.898429    2486.5923    1002.4533    2479.2176    1002.5623    0.5268
   53346.903001   -3241.0270     932.5352   -3236.6384     932.6473    0.7166
   53346.915925   -2078.5091     870.5946   -2057.5586     870.6866    0.4466
   53346.924944   -1356.9917     864.6160   -1359.6872     864.7305    0.3934
   53347.903977   -2006.6387     828.9667   -1988.2668     829.0450    0.4317
   53348.957351   -2412.0344     772.4998   -2417.7856     772.6128    0.6210
   53359.898422    1398.8846    1132.2197    1401.5608    1132.3310    0.2672
   53369.909499   -2157.2962     909.0002   -2169.3478     909.1472    0.3765
   53372.926898     -38.5307    1551.7801    -153.1535    1552.0433    0.0089
   53373.897986    -339.7052     819.8637    -347.8160     819.9611    0.1424
   53377.903213    -707.1247     831.2415    -701.2449     831.3335    0.2072
   53378.900812     270.5779     826.4251     277.1076     826.5175    0.1124
   53378.919168     507.3859     857.9109     510.6290     858.0253    0.1345
   53382.923916    -783.7062    1109.2075    -785.0567    1109.3548    0.2168
   53384.905112    -361.3577     755.8161    -353.9893     755.8808    0.1174
   53598.148009   -5706.1816     933.5134   -5679.7455     933.6177    0.6928
   53599.008939   -1942.2043     807.2243   -1933.8429     807.3359    0.6971
   53599.134486      -0.0000         -nan       0.0000         -nan      -nan
   53604.991578   -1786.5974     753.5320   -1784.0302     753.6314    0.4999
   53605.131613      -0.0000         -nan       0.0000         -nan      -nan
   53605.971982    -732.0883     790.1468    -728.7591     790.2497    0.2720
   53606.990849   -1919.5136    1088.2358   -1924.2012    1088.3779    0.3073
   53610.017974     142.9440     780.1521     156.8363     780.2826    0.0542
   53610.145132    -743.3301     703.5483    -743.5057     703.6580    0.1629
   53613.971578    -661.5099     736.1462    -677.3968     736.2442    0.2142
   53614.129236     715.4654     722.0020     706.2065     722.0875    0.1848
   53614.965426      -0.0000         -nan       0.0000         -nan      -nan
   53615.979044      -0.0000         -nan       0.0000         -nan      -nan
   53616.128010    -328.7766     733.5254    -336.8078     733.5991    0.1131
   53617.171992      58.7216     838.8757      59.9550     838.9923    0.0360
   53617.972238      -0.0000         -nan       0.0000         -nan      -nan
   53618.129114     199.8810     900.7857     188.3944     900.9031    0.1048
   53619.167789    -809.9190     800.3956    -820.1004     800.5038    0.3606
   53625.971638       0.0615         -nan    -493.6946     187.2547    0.1234
   53627.981417       0.8144         -nan   -3899.0614     949.1715    0.4880
   53628.130302     -69.0981     951.4318     -67.3778     951.5358    0.0329
   53629.009387      -0.0000         -nan       0.0000         -nan      -nan
   53629.130413   -1445.1908     727.0914   -1454.1613     727.1680    0.4375
