   53234.093220    9008.9083     687.6443    8962.4368     687.7348    0.8692
   53235.002552    -715.6752     532.2458    -719.8140     532.2924    0.2745
   53235.967716   -1393.1518     602.6122   -1393.4681     602.6721    0.4286
   53239.065163     954.2089     461.3659     942.8965     461.4399    0.4532
   53240.063021    1817.7885     596.1851    1799.2037     596.2723    0.6331
   53242.104698   -3367.9440     545.3146   -3363.7359     545.4041    0.7612
   53234.093220    9008.9083     687.6443    8962.4368     687.7348    0.8692
   53235.002552    -715.6752     532.2458    -719.8140     532.2924    0.2745
   53235.967716   -1393.1518     602.6122   -1393.4681     602.6721    0.4286
   53239.065163     954.2089     461.3659     942.8965     461.4399    0.4532
   53240.063021    1817.7885     596.1851    1799.2037     596.2723    0.6331
   53242.104698   -3367.9440     545.3146   -3363.7359     545.4041    0.7612
   53248.931967    3292.2763     455.9947    3233.3002     456.1028    0.5576
   53249.066072    6038.2337     574.6455    5948.5125     574.7796    0.6967
   53250.063664    3168.2346     458.5649    3142.3169     458.6302    0.7376
   53254.179723   -1302.7563     595.6190   -1316.0040     595.6931    0.5065
   53254.924382    -446.6257     596.7791    -459.5895     596.8374    0.1814
   53256.970338      -8.5790     521.1408     -17.9704     521.1947    0.0063
   53257.912489     631.8181     433.8668     614.2489     433.9546    0.2577
   53259.066294    -690.4015     462.2705    -703.8109     462.3335    0.2891
   53259.978942    2086.6429     446.7790    2071.1209     446.8384    0.7165
   53260.118090   -1925.8171     473.7046   -1955.3473     473.8231    0.4392
   53262.913202    1332.3473     466.6412    1307.7667     466.7188    0.5016
   53272.076350     130.4011     483.7178     124.1409     483.7975    0.0608
   53282.066447      85.7941     438.1184      69.6400     438.2247    0.0323
   53284.086970    -846.9201     478.0875    -851.9889     478.1697    0.3695
   53285.064767     752.4256     440.6358     751.3674     440.6862    0.3485
   53293.953793    -366.8731     413.5221    -369.6275     413.5940    0.1391
   53294.899228   -1810.3636     444.9791   -1814.5542     445.0493    0.4850
   53295.066034   -1815.2722     481.9950   -1831.9469     482.0741    0.4160
   53300.920510       0.5821         -nan    -678.8108     391.5527    0.2506
   53301.065440   -1244.0886     510.6091   -1244.6644     510.6747    0.4928
   53302.921923    -877.2120     583.4074    -894.6232     583.4788    0.2660
