   53234.093220 -118843.3346     646.2916 -119314.9366     646.3299    0.8457
   53235.002552  -96900.2593     513.5459  -97083.4043     513.5819    0.8045
   53235.967716 -115602.1608     589.1727 -115920.6714     589.2170    0.8221
   53239.065163  -80546.9302     455.0867  -80677.4825     455.1296    0.7657
   53240.063021 -108416.7049     584.4498 -108643.8054     584.4754    0.8062
   53242.104698 -102081.9678     532.5376 -102358.1208     532.5572    0.7944
   53234.093220 -118843.3346     646.2916 -119314.9366     646.3299    0.8457
   53235.002552  -96900.2593     513.5459  -97083.4043     513.5819    0.8045
   53235.967716 -115602.1608     589.1727 -115920.6714     589.2170    0.8221
   53239.065163  -80546.9302     455.0867  -80677.4825     455.1296    0.7657
   53240.063021 -108416.7049     584.4498 -108643.8054     584.4754    0.8062
   53242.104698 -102081.9678     532.5376 -102358.1208     532.5572    0.7944
   53248.931967  -75448.0995     443.7465  -75540.2795     443.7992    0.7660
   53249.066072  -97314.3021     552.4026  -97610.1441     552.4813    0.8017
   53250.063664  -80342.8861     451.9504  -80452.0281     451.9941    0.7792
   53254.179723 -106548.3979     571.5551 -106823.0152     571.5826    0.8060
   53254.924382 -109190.2015     573.0955 -109294.2744     573.1169    0.8184
   53256.970338  -97477.2378     515.6047  -97671.7734     515.6286    0.8075
   53257.912489  -76074.1186     424.9013  -76062.3120     424.9571    0.7580
   53259.066294  -84633.6957     458.5662  -84635.6163     458.6010    0.7827
   53259.978942  -76705.0200     439.3507  -76809.0318     439.3780    0.7593
   53260.118090  -86445.5059     470.4216  -86391.8926     470.4495    0.7683
   53262.913202  -80829.0060     459.2001  -80842.3055     459.2508    0.7758
   53272.076350  -85577.5220     478.6368  -85709.0612     478.6600    0.7706
   53282.066447  -73546.9101     427.8496  -73533.3341     427.8917    0.7337
   53284.086970  -82845.8417     463.8000  -82832.6234     463.8378    0.7603
   53285.064767  -74956.2821     429.3562  -74994.7885     429.3917    0.7415
   53293.953793  -70631.7179     401.8089  -70591.0498     401.8710    0.7468
   53294.899228    9130.2184         -nan  -80537.6101     432.7605    0.7669
   53295.066034  -85712.6947     468.3497  -85688.4645     468.4521    0.7760
   53300.920510      -0.0000         -nan       0.0000         -nan      -nan
   53301.065440  -90071.1283     493.4235  -90060.6918     493.4471    0.7840
   53302.921923 -106372.3962     556.2722 -106526.0814     556.3169    0.8268
   53303.067142 -110980.5803     568.5212 -111131.4553     568.5666    0.8225
   53303.978711  -68079.6428     403.0263  -68014.9467     403.0809    0.7199
   53304.064705  -77734.5134     427.0757  -77672.2876     427.1430    0.7644
   53304.939783  -87960.1540     475.8348  -88194.8842     475.8844    0.7908
   53305.065633  -93193.4169     488.9121  -93282.0414     489.0698    0.8043
   53324.907129 -120527.1074     643.3140 -121032.9023     643.3394    0.8071
   53324.913853 -116362.3062     616.8724 -116853.7927     616.9107    0.8140
   53324.920452 -117822.6250     631.1887 -118095.7242     631.2092    0.8075
   53324.927040 -117020.8959     629.7430 -117535.4141     629.7759    0.8134
   53324.933680 -127397.8705     691.8845 -127949.4372     691.9134    0.8083
   53340.898429 -106486.1964     575.9655 -106717.8066     575.9824    0.7941
   53346.903001 -103908.2967     542.1491 -104066.5860     542.1768    0.8008
   53346.915925  -94306.1982     510.0540  -94444.8062     510.0761    0.7902
   53346.924944  -95091.4358     508.6770  -95164.3085     508.6976    0.7906
   53347.903977  -87291.3444     485.0309  -87352.0623     485.0512    0.7679
   53348.957351  -82092.6099     453.6935  -82219.5904     453.7145    0.7690
   53359.898422 -120900.3721     636.3126 -120992.9969     636.3515    0.8160
   53369.909499 -105429.6646     535.9409 -105526.8524     535.9756    0.8252
   53372.926898 -152048.8590     789.1536 -152656.6693     789.2627    0.8332
   53373.897986  -88441.2712     481.3370  -88520.1066     481.3645    0.7805
   53377.903213  -89870.8696     488.4645  -89940.9552     488.4945    0.7948
   53378.900812  -90325.3521     487.6778  -90412.6989     487.7098    0.7887
   53378.919168  -96264.1798     508.4162  -96313.1548     508.4406    0.8054
   53382.923916 -121819.7025     627.0143 -122011.8886     627.0322    0.8367
   53384.905112  -79670.4226     442.8806  -79760.8995     442.9444    0.7711
   53598.148009 -103924.2373     541.5064 -104098.3930     541.5242    0.8117
   53599.008939  -86649.5102     475.6539  -86683.1634     475.6732    0.7813
   53599.134486  -73110.7014     411.1161  -73079.9037     411.1583    0.7391
   53604.991578  -80975.8198     445.8992  -80913.2325     445.9235    0.7771
   53605.131613  -71678.7988     396.7151  -71584.4784     396.8118    0.7386
   53605.971982  -85931.0146     469.5479  -85934.5232     469.5890    0.7819
   53606.990849 -118941.4056     612.4183 -119266.1759     612.4492    0.8304
   53610.017974  -86454.3860     473.0085  -86578.0692     473.0373    0.7796
   53610.145132  -77626.8391     423.2349  -77698.2804     423.2590    0.7679
   53613.971578  -77154.0841     433.9027  -77214.3465     433.9363    0.7547
   53614.129236  -76601.2980     427.3489  -76670.4360     427.4156    0.7536
   53614.965426  -81397.9157     454.2513  -81413.1818     454.2892    0.7780
   53615.979044  -76938.0510     439.0259  -76919.8567     439.0508    0.7644
   53616.128010  -77525.8625     432.4694  -77541.7310     432.5166    0.7455
   53617.171992  -93230.2866     502.0339  -93375.2033     502.0504    0.7971
   53617.972238 -105691.6182     560.7648 -105966.1971     560.7850    0.8149
   53618.129114 -100065.9521     528.5597 -100321.1445     528.5820    0.7895
   53619.167789  -86264.5307     476.6266  -86316.8116     476.6514    0.7814
   53625.971638 -139481.3524     738.4145 -139799.9481     738.4342    0.8234
   53627.981417 -143976.5564     762.0326 -144506.4773     762.0606    0.8199
   53628.130302 -104310.3929     552.8756 -104480.1562     552.8892    0.8061
   53629.009387  -73911.6901     422.3914  -73847.2827     422.4229    0.7500
   53629.130413  -75717.0847     428.7218  -75595.9626     428.7632    0.7541
   53646.144171  -96889.6785     523.5672  -97038.0747     523.5911    0.7971
   53647.969764      -0.0000         -nan       0.0000         -nan      -nan
   53648.966688      -0.0000         -nan       0.0000         -nan      -nan
   53649.129686      -0.0000         -nan       0.0000         -nan      -nan
   53653.974556      -0.0000         -nan       0.0000         -nan      -nan
   53654.140809 -116983.8704     600.8679 -117195.8912     600.8815    0.8410
   53656.129683      -0.0000         -nan       0.0000         -nan      -nan
   53657.129944      -0.0000         -nan       0.0000         -nan      -nan
   53661.132064      -0.0000         -nan       0.0000         -nan      -nan
   53661.176851      -0.0000         -nan       0.0000         -nan      -nan
   53662.141793      -0.0000         -nan       0.0000         -nan      -nan
   53664.162692      -0.0000         -nan       0.0000         -nan      -nan
   53664.853878      -0.0000         -nan       0.0000         -nan      -nan
   53664.967024      -0.0000         -nan       0.0000         -nan      -nan
   53665.135061      -0.0000         -nan       0.0000         -nan      -nan
   53665.832332      -0.0000         -nan       0.0000         -nan      -nan
   53666.825980    1727.5401         -nan  -97477.0500     498.7106    0.8098
   53666.968992      -0.0000         -nan       0.0000         -nan      -nan
   53667.854443      -0.0000         -nan       0.0000         -nan      -nan
   53667.980064      -0.0000         -nan       0.0000         -nan      -nan
   53671.322626 -116465.6792     622.8983 -116764.7952     622.9167    0.8198
   53675.011445      -0.0000         -nan       0.0000         -nan      -nan
   53676.972978      -0.0000         -nan       0.0000         -nan      -nan
   53677.976332      -0.0000         -nan       0.0000         -nan      -nan
   53678.976952      -0.0000         -nan       0.0000         -nan      -nan
   53679.964436      -0.0000         -nan       0.0000         -nan      -nan
   53680.167131 -105014.1791     553.7740 -105239.0288     553.8006    0.8185
   53680.861570      -0.0000         -nan       0.0000         -nan      -nan
   53680.963556      -0.0000         -nan       0.0000         -nan      -nan
   53681.844134  -86071.0847     459.4737  -86135.8951     459.5766    0.7861
   53682.878460      -0.0000         -nan       0.0000         -nan      -nan
   53684.000010      -0.0000         -nan       0.0000         -nan      -nan
   53684.971818      -0.0000         -nan       0.0000         -nan      -nan
   53694.980500      -0.0000         -nan       0.0000         -nan      -nan
   53695.970776  -83127.7284     451.9758  -83609.1017     452.1775    0.7831
   53698.978875      -0.0000         -nan       0.0000         -nan      -nan
   53706.843868      -0.0000         -nan       0.0000         -nan      -nan
