   53234.093220      -0.0000         -nan       0.0000         -nan      -nan
   53235.002552       0.6227         -nan   -2187.8468     681.2224    0.4818
   53235.967716   -4931.4693    1026.0019   -4966.7003    1026.0890    0.5850
   53239.065163     391.8852     799.1127     378.5322     799.1583    0.0769
   53240.063021       0.0061         -nan     -52.6934      91.8121    0.0829
   53242.104698      -0.0000         -nan       0.0000         -nan      -nan
   53234.093220      -0.0000         -nan       0.0000         -nan      -nan
   53235.002552       0.6227         -nan   -2187.8468     681.2224    0.4818
   53235.967716   -4931.4693    1026.0019   -4966.7003    1026.0890    0.5850
   53239.065163     391.8852     799.1127     378.5322     799.1583    0.0769
   53240.063021       0.0061         -nan     -52.6934      91.8121    0.0829
   53242.104698      -0.0000         -nan       0.0000         -nan      -nan
   53248.931967      -0.0000         -nan       0.0000         -nan      -nan
   53249.066072      -0.0000         -nan       0.0000         -nan      -nan
   53250.063664       0.0004         -nan      -7.1223      90.3339    0.0036
   53254.179723    -600.2712     988.4970    -619.6328     988.5782    0.1268
   53254.924382     -22.7011         -nan    3305.8988     977.9598    0.6237
   53256.970338    3470.9718     903.1400    3456.2149     903.2044    0.5855
   53257.912489     450.5647     740.3901     425.1335     740.4446    0.0970
   53259.066294      -9.1094         -nan    6194.1243     769.5827    0.6958
   53259.978942      -0.0718         -nan     603.1439     108.3320    0.1239
   53260.118090    2098.8550     831.3893    2081.8427     831.4418    0.4075
   53262.913202    4500.5287     803.9139    4486.4265     803.9744    0.7797
   53272.076350     558.8840     843.1101     552.6692     843.1569    0.1624
   53282.066447    1698.4729     745.6847    1689.3740     745.7286    0.4894
   53284.086970      -0.0000         -nan       0.0000         -nan      -nan
   53285.064767    2015.7964     744.5309    2008.8019     744.5758    0.6164
   53293.953793    1264.6108     697.2432    1260.0531     697.2898    0.4400
   53294.899228     644.1681     746.7484     638.0687     746.7936    0.2186
   53295.066034     858.0337     813.6903     831.9694     813.7577    0.1737
   53300.920510    1628.2762     851.3765    1637.3373     851.4245    0.4266
   53301.065440      -0.0000         -nan       0.0000         -nan      -nan
   53302.921923    3597.8368     953.5579    3592.0879     953.6219    0.6598
   53303.067142     207.6800     974.0479     191.2925     974.1190    0.0503
   53303.978711     -79.7595     704.2487    -106.2404     704.3014    0.0229
   53304.064705     372.5867     738.8346     358.2425     738.8806    0.0928
   53304.939783    2403.9922     828.9897    2392.4831     829.0405    0.4342
   53305.065633    1522.5765     847.3828    1475.7218     847.4543    0.2084
   53324.907129     633.7332    1092.1837     621.3588    1092.2829    0.1419
   53324.913853     441.1866    1065.9443     428.4319    1066.0369    0.1051
   53324.920452       1.0228         -nan   -3698.9005     829.7658    0.4903
   53324.927040      -0.0000         -nan       0.0000         -nan      -nan
   53324.933680      -0.0000         -nan       0.0000         -nan      -nan
   53340.898429    2995.6371     980.1030    2986.4548     980.1653    0.5302
   53346.903001    -955.6257     934.2280    -956.8386     934.2777    0.2867
   53346.915925     798.9322     888.7521     779.8814     888.8118    0.1778
   53346.924944    2403.8914     884.8963    2403.8660     884.9469    0.6208
   53347.903977     341.1507     841.2111     338.7361     841.2531    0.0859
   53348.957351    -299.5861     790.8402    -298.2360     790.8789    0.0795
   53359.898422       5.1032    1063.5145     -29.8562    1063.6168    0.0060
   53369.909499   -1598.5398     929.0162   -1654.6251     929.1177    0.2601
   53372.926898   -2265.0666    1202.6059   -2390.1121    1202.7640    0.1711
   53373.897986   -1930.7288     837.5940   -1945.4710     837.6421    0.4932
   53377.903213   -3391.9403     851.1810   -3404.0205     851.2365    0.7102
   53378.900812   -1101.3104     851.8655   -1118.0533     851.9221    0.3508
   53378.919168   -1447.6111     888.2796   -1471.3783     888.3516    0.3691
   53382.923916   -3362.3038    1055.7492   -3375.1316    1055.8381    0.7337
   53384.905112   -4118.3630     771.3478   -4141.1659     771.3884    0.7055
   53598.148009   -1007.1205     936.5720    -994.7175     936.6131    0.2970
   53599.008939   -2746.5777     833.4578   -2733.1719     833.4920    0.5724
   53599.134486   -2145.6352     719.0494   -2148.3225     719.0890    0.4153
   53604.991578   -2165.7227     780.3897   -2164.0456     780.4242    0.4077
