   53234.093220      -0.0000         -nan       0.0000         -nan      -nan
   53235.002552      -0.0000         -nan       0.0000         -nan      -nan
   53235.967716      -0.0000         -nan       0.0000         -nan      -nan
   53239.065163      -0.0000         -nan       0.0000         -nan      -nan
   53240.063021      -0.0000         -nan       0.0000         -nan      -nan
   53242.104698      -0.0000         -nan       0.0000         -nan      -nan
   53234.093220      -0.0000         -nan       0.0000         -nan      -nan
   53235.002552      -0.0000         -nan       0.0000         -nan      -nan
   53235.967716      -0.0000         -nan       0.0000         -nan      -nan
   53239.065163      -0.0000         -nan       0.0000         -nan      -nan
   53240.063021      -0.0000         -nan       0.0000         -nan      -nan
   53242.104698      -0.0000         -nan       0.0000         -nan      -nan
   53248.931967      -0.0000         -nan       0.0000         -nan      -nan
   53249.066072      -0.0000         -nan       0.0000         -nan      -nan
   53250.063664      -0.0000         -nan       0.0000         -nan      -nan
   53254.179723      -0.0000         -nan       0.0000         -nan      -nan
   53254.924382      -0.0000         -nan       0.0000         -nan      -nan
   53256.970338      -0.0000         -nan       0.0000         -nan      -nan
   53257.912489      -0.0000         -nan       0.0000         -nan      -nan
   53259.066294      -0.0000         -nan       0.0000         -nan      -nan
   53259.978942      -0.0000         -nan       0.0000         -nan      -nan
   53260.118090      -0.0000         -nan       0.0000         -nan      -nan
   53262.913202      -0.0000         -nan       0.0000         -nan      -nan
   53272.076350       0.2250         -nan    -768.5857     325.4016    0.3069
   53282.066447      -0.0000         -nan       0.0000         -nan      -nan
   53284.086970      -0.0000         -nan       0.0000         -nan      -nan
   53285.064767      -0.0000         -nan       0.0000         -nan      -nan
   53293.953793      -0.0000         -nan       0.0000         -nan      -nan
   53294.899228   12262.3696     543.6708   12242.3132     543.7014    0.8013
   53295.066034      -0.0000         -nan       0.0000         -nan      -nan
   53300.920510   23493.7569     637.2550   23444.8254     637.2779    0.7834
   53301.065440      -0.0000         -nan       0.0000         -nan      -nan
   53302.921923      -0.0000         -nan       0.0000         -nan      -nan
   53303.067142      -0.0000         -nan       0.0000         -nan      -nan
   53303.978711   -7722.0383     532.7749   -7742.2737     532.8541    0.6795
   53304.064705      -0.0000         -nan       0.0000         -nan      -nan
   53304.939783      -0.0000         -nan       0.0000         -nan      -nan
   53305.065633      -0.0000         -nan       0.0000         -nan      -nan
   53324.907129      -0.0000         -nan       0.0000         -nan      -nan
   53324.913853      -0.0000         -nan       0.0000         -nan      -nan
   53324.920452      -0.0000         -nan       0.0000         -nan      -nan
   53324.927040      -0.0000         -nan       0.0000         -nan      -nan
   53324.933680      -0.0000         -nan       0.0000         -nan      -nan
   53340.898429      -0.0000         -nan       0.0000         -nan      -nan
   53346.903001      -0.0000         -nan       0.0000         -nan      -nan
   53346.915925      -0.0000         -nan       0.0000         -nan      -nan
   53346.924944      -0.0000         -nan       0.0000         -nan      -nan
   53347.903977      -0.0000         -nan       0.0000         -nan      -nan
   53348.957351      -0.0000         -nan       0.0000         -nan      -nan
   53359.898422      -0.0000         -nan       0.0000         -nan      -nan
   53369.909499      -0.0000         -nan       0.0000         -nan      -nan
   53372.926898      -0.0000         -nan       0.0000         -nan      -nan
   53373.897986      -0.0000         -nan       0.0000         -nan      -nan
   53377.903213      -0.0000         -nan       0.0000         -nan      -nan
   53378.900812      -0.0000         -nan       0.0000         -nan      -nan
   53378.919168    1315.8694         -nan  -69712.7581     716.5660    0.8576
   53382.923916   -2745.5895     644.4895   -2757.4646     644.5102    0.7355
   53384.905112   -4604.6570     572.2213   -4622.9956     572.2901    0.8109
   53598.148009      -0.0000         -nan       0.0000         -nan      -nan
   53599.008939      -0.0000         -nan       0.0000         -nan      -nan
   53599.134486      -0.0000         -nan       0.0000         -nan      -nan
   53604.991578      -0.0000         -nan       0.0000         -nan      -nan
   53605.131613      -0.0000         -nan       0.0000         -nan      -nan
   53605.971982      -0.0000         -nan       0.0000         -nan      -nan
   53606.990849      -0.0000         -nan       0.0000         -nan      -nan
   53610.017974      -0.0000         -nan       0.0000         -nan      -nan
   53610.145132      -0.0000         -nan       0.0000         -nan      -nan
   53613.971578    9684.5631     556.6837    9598.4618     556.7785    0.6876
   53614.129236      -0.0000         -nan       0.0000         -nan      -nan
   53614.965426      -0.0000         -nan       0.0000         -nan      -nan
   53615.979044      -0.0000         -nan       0.0000         -nan      -nan
   53616.128010      -0.0000         -nan       0.0000         -nan      -nan
   53617.171992      -0.0000         -nan       0.0000         -nan      -nan
   53617.972238      -0.0000         -nan       0.0000         -nan      -nan
   53618.129114   -4099.3112     667.7464   -4109.2280     667.7878    0.8703
   53619.167789      -0.0000         -nan       0.0000         -nan      -nan
   53625.971638      -0.0000         -nan       0.0000         -nan      -nan
   53627.981417      -0.0000         -nan       0.0000         -nan      -nan
   53628.130302      -0.0000         -nan       0.0000         -nan      -nan
   53629.009387      -0.0000         -nan       0.0000         -nan      -nan
